"Begintijd - msec","Eindtijd - msec","s1","Bestand","Bestandspad"
92082,96507,"ja maar niet heel veel details zoals bij het bos nee er waren het was een vrij groot beeld","leuven4b_run2.eaf"
98400,99707,"@ 't was mooi weer","leuven4b_run2.eaf"
100109,105000,"ja en er was één kind heel erg groot afgebeeld en de rest was in vergelijking wel wat klein","leuven4b_run2.eaf"
107403,109499,"de rechtse die van die met per twee","leuven4b_run2.eaf"
109607,110992,"die dat niet verstopt was was","leuven4b_run2.eaf"
111992,114491,"die dat wel zichtbaar was was groot","leuven4b_run2.eaf"
115872,117453,"(ik) denk dat het dat ongeveer was","leuven4b_run2.eaf"
121983,123237,"euhm","leuven4b_run2.eaf"
124191,129120,"ja behalve die dat verstopt is is maar zo half een stukje","leuven4b_run2.eaf"
131009,132955,"euhm allemaal verschillende kleurtjes","leuven4b_run2.eaf"
133505,134425,"heel veel kleurtjes","leuven4b_run2.eaf"
136254,137992,"@ oke","leuven4b_run2.eaf"

4541,6462,"euhm mag 'k beginnen","leuven5a_run1.eaf"
6924,7326,"oke","leuven5a_run1.eaf"
7693,11793,"euhm het is een tekening van euhm","leuven5a_run1.eaf"
12386,17402,"kinderen die in een sportzaal spelen euhm","leuven5a_run1.eaf"
17748,20737,"ik heb elf of twaalf kinderen geteld","leuven5a_run1.eaf"
21263,22552,"euhm","leuven5a_run1.eaf"
22818,25326,"eentje zit in een zwembad","leuven5a_run1.eaf"
25878,33904,"er zijn euhm vier kinderen denk ik die euhm op een klimrek spelen op een klimrek willen klimmen","leuven5a_run1.eaf"
34477,35597,"euhm","leuven5a_run1.eaf"
36185,44532,"dan zijn er twee kinderen die onder hordes euhm klimmen euhm kruipen ze kruipen onder de hordes","leuven5a_run1.eaf"
45264,55050,"en euhm dan heb ik dan zijn er vooraan nog één kind of twee kinderen die op matrassen euhm aan het spelen zijn","leuven5a_run1.eaf"
55223,59216,"misschien dat er euhm een andere term is voor in de sportzaal ja","leuven5a_run1.eaf"
59618,62834,"ah en er is ook nog een kind met een euhm hoelahoep","leuven5a_run1.eaf"
64376,70535,"euhm zo 'n ronde ding @","leuven5a_run1.eaf"
70535,74809,"en euhm er is ook een trampoline een trampoline ja","leuven5a_run1.eaf"
76015,78095,"dat is ongeveer wat ik heb gezien","leuven5a_run1.eaf"
78839,79757,"@","leuven5a_run1.eaf"

77,7751,"deze is moeilijk veel details euhm heel veel dieren heel veel mensen euhm","leuven5a_run2.eaf"
7751,11209,"dus het lijkt op een schilderij aan het water","leuven5a_run2.eaf"
12044,19149,"euhm dus een kleine meer of vijver euhm aan de rechterkant rechtsonder","leuven5a_run2.eaf"
19828,28696,"euhm en l linksonder is er een een weg euhm langs ja euhm langs euhm het water ","leuven5a_run2.eaf"
29353,36436,"en dan heb je linksboven een huisje waar men eten of zo kan kopen ","leuven5a_run2.eaf"
37016,40132,"euhm en daar staat een boom langs ","leuven5a_run2.eaf"
40458,45646,"en euhm in die boom zit een eekhoorn euhm net boven het huis ","leuven5a_run2.eaf"
46110,52823,"euhm en dan in de acht op de achtergrond zie je allemaal euhm hoge gebouwen ","leuven5a_run2.eaf"
53348,58910,"maar da 's ver in de achtergrond zie je zo' n stad euhm ja in de verte ","leuven5a_run2.eaf"
59314,68066,"euhm dan wat je ook nog ziet zijn euhm twee grotere bootjes op het water ","leuven5a_run2.eaf"
68700,77010,"zo één euhm goh een pedelec of hoe heet dat zo eentje waar je zo moet euhm met je voeten euhm @","leuven5a_run2.eaf"
78950,79620,"ah voila","leuven5a_run2.eaf"
79770,79772,"","leuven5a_run2.eaf"
79772,82707,"en de andere is zo meer een normaal bootje","leuven5a_run2.eaf"
83038,88016,"en dan is er nog een derde bootje een speelgoedboot euhm in het midden ","leuven5a_run2.eaf"
88966,100187,"en dan helemaal onderaan zie je ook nog euhm goh wat was dat weer ah ja op het water twee zwanen twee witte zwanen ","leuven5a_run2.eaf"
100187,103806,"en dan in het midden onder twee honden ","leuven5a_run2.eaf"
104679,109733,"en dan euhm twee eenden met een groen hoofd ","leuven5a_run2.eaf"
110580,114762,"en daarachter nog een eend maar niet met een groen hoofd @","leuven5a_run2.eaf"
115165,118591,"en goh ook nog een koe @","leuven5a_run2.eaf"
119016,120966,"boven het water rechts","leuven5a_run2.eaf"
121276,123337,"dus euhm rechts ","leuven5a_run2.eaf"
124276,129856,"en ook nog twee vogels in de lucht volgens mij @ ","leuven5a_run2.eaf"
130500,134127,"en ook nog mensen maar ik weet niet hoeveel @ ","leuven5a_run2.eaf"
135016,137193,"veel he euhm dus ","leuven5a_run2.eaf"
144237,145064,"in de lucht ","leuven5a_run2.eaf"
150386,150820,"één","leuven5a_run2.eaf"
152359,153712,"boven het huisje","leuven5a_run2.eaf"
156552,161414,"euhm ja en euhm heb ik nog iets gemist","leuven5a_run2.eaf"
161651,167320,"ja en dan vanachter de de skyline @","leuven5a_run2.eaf"

1666,2150,"oke","leuven6b_run1.eaf"
3092,4245,"euhm 't is in een bos","leuven6b_run1.eaf"
4960,8583,"euhm aan weers er zijn bomen aan beide kanten euhm","leuven6b_run1.eaf"
9037,10129,"twee eekhoorns","leuven6b_run1.eaf"
10833,12731,"links en een eekhoorn rechts","leuven6b_run1.eaf"
12967,14027," een andere kleur","leuven6b_run1.eaf"
14380,17115,"en er zijn er is een vrouw met twee kinderen in het bos","leuven6b_run1.eaf"
17625,22865,"en ze wijst naar een een een everzwijn of een varken in een euhm struik vanachter","leuven6b_run1.eaf"
23500,27467,"en euhm één van de kinderen heeft een zak vast en is noten aan 't rapen of kastanjes","leuven6b_run1.eaf"
28574,33990,"en euhm het is herfstachtig ja dus ('k heb al) maar dat zal wel bij beide gevallen hetzelfde zijn","leuven6b_run1.eaf"
34731,35388,"euhm dus","leuven6b_run1.eaf"
35930,37490,"en er zit ook er zitten vogels ook","leuven6b_run1.eaf"
38175,43125,"op de boom maar dus vooral (ik denk dat) twee twee eekhoorns links en dan één rechts","leuven6b_run1.eaf"
43185,44800,"en dan drie kinderen","leuven6b_run1.eaf"
45546,47412,"nee twee kinderen en één vrouw met een groene jas","leuven6b_run1.eaf"
47847,51421,"en die had het het meisje dat zo kastanje aan 't rapen heeft een roze jas heeft","leuven6b_run1.eaf"
52226,56069,"en euhm het kind dat bij de vrouw staat heeft een verrekijker","leuven6b_run1.eaf"
56550,58950,"dus kijkt waarnaar de vr waar de vrouw naar wijst","leuven6b_run1.eaf"
59210,60328,"daar kijkt hij naar","leuven6b_run1.eaf"
61476,63380,"ja dat zal het (              )","leuven6b_run1.eaf"
64851,65458,"ja","leuven6b_run1.eaf"
66245,67453,"ja ik denk dat het dat is","leuven6b_run1.eaf"

779,2544,"euhm da 's een speeltuin","leuven6b_run2.eaf"
3121,4193," euhm rechts","leuven6b_run2.eaf"
4730,7281,"komt er een is er een jongen en die is aan 't lopen","leuven6b_run2.eaf"
7790,8718,"en euhm","leuven6b_run2.eaf"
10160,15011,"de spe op de speeltuin staat een een soort constructie met vier glijbanen","leuven6b_run2.eaf"
16088,18513,"euhm op de achtergrond een boom links","leuven6b_run2.eaf"
19116,21751,"euhm zeven kinderen in het totaal @","leuven6b_run2.eaf"
22491,28198,"euhm waarvan er twee achter achter het constructie met de glijbanen zich verschuilen zo daaronder liggen","leuven6b_run2.eaf"
28650,32502,"euhm eentje is aan het liggen en leest in een boek","leuven6b_run2.eaf"
32662,34839,"en dat boek heeft ogen en kijkt terug","leuven6b_run2.eaf"
35720,37000,"en dan euhm","leuven6b_run2.eaf"
37977,38828,"de andere","leuven6b_run2.eaf"
39408,41447,"dus ge hebt twee achter de constructie","leuven6b_run2.eaf"
41701,43138,"euhm één aan 't lezen liggend","leuven6b_run2.eaf"
43734,46359,"euhm twee ook aan 't lezen maar zittend","leuven6b_run2.eaf"
46740,49767,"en dan het lopend kind en rechts dus","leuven6b_run2.eaf"
49906,53143,"en daarachter ook nog half ziet ge ook een kind","leuven6b_run2.eaf"
53988,58198,"maar dus vooral de speeltuin vier glijbanen en dan een lopend kind rechts","leuven6b_run2.eaf"
58480,62000,"en drie lezenden waarvan één liggend met een boek dat terugkijkt","leuven6b_run2.eaf"
62505,66000,"en twee achter het links achter het constructie","leuven6b_run2.eaf"
69010,71674,"ja vanuit ons dus voor u rechts","leuven6b_run2.eaf"
72060,74464,"ja nee voor u ook links maar","leuven6b_run2.eaf"
74817,77309,"als ik als ik nu links doe bedoel ik eigenlijk hier","leuven6b_run2.eaf"
78033,81469,"dus gewoon de constructie en dan links als ge kijkt naar ja","leuven6b_run2.eaf"
82718,85071,"daar zijn er twee met een één met een pet op denk ik","leuven6b_run2.eaf"
91154,91508,"ja","leuven6b_run2.eaf"
92848,93268,"ja","leuven6b_run2.eaf"
98303,100762,"ja maar zo ik denk dat toch ","leuven6b_run2.eaf"
101651,103469,"(ik denk dat ja ik weet niet) @","leuven6b_run2.eaf"

1805,5226,"dus het zijn allemaal kindjes in een turnzaal die aan 't sporten zijn","leuven7a_run1.eaf"
5407,9680,"euhm er zijn er twee die op zo 'n klimrek bezig zijn","leuven7a_run1.eaf"
9810,12949,"er is er eentje met zo 'n hoepel bezig","leuven7a_run1.eaf"
13032,14305,"eentje op de trampoline","leuven7a_run1.eaf"
14699,17055,"euhm twee die in touwen aan 't klimmen zijn","leuven7a_run1.eaf"
17640,18889,"euhm","leuven7a_run1.eaf"
19712,20867,"eentje aan 't zwemmen","leuven7a_run1.eaf"
21237,23243,"drie die push-ups aan het doen zijn","leuven7a_run1.eaf"
23900,29331,"euhm wat zat er nog tussen twee die zo onder onder van die planken aan 't kruipen zijn samen","leuven7a_run1.eaf"
30430,36939,"die twee die zo onder van die planken aan het kruipen zijn op de grond euhm","leuven7a_run1.eaf"
39132,41022,"'t is meestal zo 'n combinatie jongen meisje","leuven7a_run1.eaf"
42674,46850,"euhm 't is in een turnzaal","leuven7a_run1.eaf"
48519,52209,"'k weet niet of ik er nog iets speciaal over kan zeggen","leuven7a_run1.eaf"
53751,59834,"euhm 't klimrek is vanachter en dan zit het klimrek dan heb je de touwen dan heb je hier het zwembad","leuven7a_run1.eaf"
60220,65607,"hier de hoepel hier de planken waar ze onder kruipen euhm","leuven7a_run1.eaf"
67370,70270,"hier de mat waar ze push-ups aan het doen zijn","leuven7a_run1.eaf"
71348,72535,"en ervoor","leuven7a_run1.eaf"
75381,76359,"nog matten","leuven7a_run1.eaf"
77440,78668,"(waar ze push-ups aan 't doen (zijn))","leuven7a_run1.eaf"
83591,91541,"euhm twee vier vijf zes zeven acht negen tien elf denk ik","leuven7a_run1.eaf"
93502,94430,"volgens mij","leuven7a_run1.eaf"
98324,102878,"die doen push-ups en dan is er ja twee vanvoor en eentje dan iets meer naar achter","leuven7a_run1.eaf"
106491,107540,"@","leuven7a_run1.eaf"
120762,128640,"dus in een turnzaal allemaal verschillende sporten aan het doen twee vanachter op een klimraam twee in de touwen aan het klimmen dat zijn twee jongetjes","leuven7a_run1.eaf"
129099,133320,"euhm eentje die in een zwembad speelt","leuven7a_run1.eaf"
133513,137403,"één die op een trampoline springt die omhoog dus die vanboven in de sprong zit","leuven7a_run1.eaf"
137925,142972,"euhm eentje die met een hup een hoelahoep zo aan het spelen is","leuven7a_run1.eaf"
143049,149541,"drie die pompen eentje die onder planken kruipt nee twee die op de planken kruipen","leuven7a_run1.eaf"

300,980,"oke","leuven7a_run2.eaf"
1650,2900,"euhm ze zijn in een park","leuven7a_run2.eaf"
3351,5047,"op de achtergrond is er een stad","leuven7a_run2.eaf"
6150,7024,"euhm","leuven7a_run2.eaf"
9118,11716,"wat staat er allemaal in het park dus er is een vijver","leuven7a_run2.eaf"
12066,16768,"op de vijver is er een euhm een roeiboot","leuven7a_run2.eaf"
17948,20231,"een roeiboot euhm een pedalo","leuven7a_run2.eaf"
20919,23306,"zo van die trap-dingen waar twee mensen in zitten","leuven7a_run2.eaf"
23790,29830,"er is een steiger zo 'n houten steiger waar een jongetje op staat die met zo een bootje aan het spelen is","leuven7a_run2.eaf"
31240,33853,"euhm dus dat klein zeilbootje zit ook in het water","leuven7a_run2.eaf"
34533,35457,"euhm","leuven7a_run2.eaf"
36198,39533,"dan aan de linkerkant","leuven7a_run2.eaf"
40297,44443,"boven dus je hebt euhm rechts de plas water","leuven7a_run2.eaf"
44443,49660,"en dan linksboven is er zo een kraampje waar dingen verkocht worden","leuven7a_run2.eaf"
50391,52424,"euhm en dan vanvoor","leuven7a_run2.eaf"
53886,57971,"rechts zitten twee mensen die de eenden eten aan het geven zijn","leuven7a_run2.eaf"
58587,59266,"euhm","leuven7a_run2.eaf"
60811,66504,"links vanvoor of rechts vanvoor vanvoor in elk geval zijn twee zwanen","leuven7a_run2.eaf"
66985,67896,"witte zwanen","leuven7a_run2.eaf"
68117,70188,"of ganzen ja weet ge grote vogels","leuven7a_run2.eaf"
70386,76382,"euhm en dan een eend links van links een eend met twee kleine kuikentjes","leuven7a_run2.eaf"
77297,79652,"er stond heel veel op @","leuven7a_run2.eaf"
80816,83415,"ja dus een eend met twee kleine kuikentjes","leuven7a_run2.eaf"
84023,84966,"euhm","leuven7a_run2.eaf"
85948,89462,"er stond een random koe die gigantisch groot was in vergelijking met de rest","leuven7a_run2.eaf"
90089,95014,"een koe ja achter dus rechts tussen de stad en euhm het water","leuven7a_run2.eaf"
95570,100440,"stond de koe die echt uit proportie was met de rest die was gigantisch euhm","leuven7a_run2.eaf"
102957,104232,"euhm","leuven7a_run2.eaf"
104816,109825,"en dan bij het kraampje stonden ook nog een aantal mensen maar ik weet niet meer hoeveel","leuven7a_run2.eaf"
112476,113089,"mh","leuven7a_run2.eaf"
115679,116462,"twee in de pedalo","leuven7a_run2.eaf"
117051,117438,"mh","leuven7a_run2.eaf"
119419,121971,"ja zo met zo van die miniatuurbootjes een jongetje","leuven7a_run2.eaf"
122825,125679,"een een lege een lege boot waar niemand in zit","leuven7a_run2.eaf"
127336,127773,"ja","leuven7a_run2.eaf"
128453,129150,"euhm","leuven7a_run2.eaf"

386,4351,"oke dus euhm 't is een euhm tekening van een euhm turnzaal","leuven8a_run1.eaf"
4587,8743,"waar dat die zo verschillende kinderen aan 't euhm sp aan 't euhm aan het spelen zijn","leuven8a_run1.eaf"
9351,16809,"en dan hebt ge helemaal vanachter hebt ge dan zo een klimrek waar dat ge zo moet klimmen en daar zijn euhm twee men twee euhm kindjes op aan 't klimmen","leuven8a_run1.eaf"
17773,24587,"en ervoor staat zo dan één tram een euhm trampoline waar dat er een euhm een meisje op een meisje op aan 't springen is","leuven8a_run1.eaf"
25658,35407,"en en ja en n nog da daarvoor is er ook nog een zwembad in die @ in die turnzaal waar dat er ook nog iemand in aan 't zwemmen is","leuven8a_run1.eaf"
36537,38386,"euhm wacht he euhm","leuven8a_run1.eaf"
38386,47365,"rechts van die euhm van die euhm die dat zwem dat zwembad is er ook nog een euhm nog een kindje dat met een euhm hoepel aan 't spri aan 't euhm spelen is da 's","leuven8a_run1.eaf"
47564,51893,"ah een hoepel da 's zo een een rond rond ding waar dat je zo hoelahoept","leuven8a_run1.eaf"
52532,55143,"en allee die houdt dat zo bov boven zich","leuven8a_run1.eaf"
56306,61583,"en dan zijn er is er ook nog een euhm een meisje op een euhm op een mat","leuven8a_run1.eaf"
62111,64953,"allee op de grond en die is zo aan het euhm pompen","leuven8a_run1.eaf"
65976,78916,"en en en en da 's dan voor het zwembad en dat dan nog daarvoor is zijn zijn er ook nog twee kindjes die z dat zo onder zo 'n euhm balken aan 't euhm kruipen zijn zo zo hord zo 'n horden","leuven8a_run1.eaf"
79884,83532,"zo dat ze door ergens on on onder aan 't kruipen zijn gewoon","leuven8a_run1.eaf"
84898,87152,"dat ze zo (  ) zo","leuven8a_run1.eaf"
88320,89870,"allee dat ze aan 't kruipen zijn en","leuven8a_run1.eaf"
91726,97513,"en nog daarvoor is er ook zo zijn zijn er nog twee twee kindjes op een mat bezig","leuven8a_run1.eaf"
97879,100471,"eentje is wel aan 't euhm ook aan 't pompen","leuven8a_run1.eaf"
100575,103185,"maar a ander is zo aan 't slapen eigenlijk","leuven8a_run1.eaf"
104655,105437,"en ja","leuven8a_run1.eaf"
107865,110062,"euhm ja ze zijn naast ze zijn naast elkaar ja","leuven8a_run1.eaf"
